0.18525,0.18597,0.1889,0.1987,0.25034,0.10969,0.12833,0.11941,0.088708,0.085771,0.26311,0.25908,0.24527,0.23718,0.23253,0.2298,0.22813,0.22704,0.22616,0.22516,0.22354,0.22015,0.21007,0.12379,0.24306,0.23514,0.22616,0.22517,0.22479,0.22438,0.2237,0.22266,0.22115,0.21914,0.21659,0.21348,0.20978,0.20549,0.20061,0.19517,0.18917,0.18265,0.17564,0.1682,0.1604,0.15229,0.14398,0.13557,0.12715,0.11887,0.11084,0.10323,0.096166,0.089819,0.084339,0.079879,0.076586,0.074598,0.074041,0.075023,0.07764,0.081969,0.088071,0.095991,0.10576,0.11741,0.13095,0.14641,0.1638,0.18316,0.20452,0.22795,0.25352,0.28132,0.31147,0.3441,0.37932,0.41727,0.45803,0.50164,0.54806,0.59708,0.64834,0.70118,0.75468,0.80756,0.85821,0.90474,0.94515,0.97745,0
0.19453,0.19549,0.19947,0.21385,0.20005,0.13034,0.14168,0.13408,0.10896,0.068725,0.24246,0.27252,0.25693,0.24705,0.24134,0.23792,0.2358,0.23438,0.23328,0.23217,0.23063,0.22784,0.22091,0.18343,0.24549,0.24233,0.23092,0.22927,0.22853,0.22782,0.22688,0.22557,0.22382,0.22156,0.21876,0.21539,0.21144,0.20691,0.20179,0.1961,0.18987,0.18313,0.17591,0.16828,0.1603,0.15205,0.14362,0.13511,0.12663,0.11832,0.1103,0.10273,0.095744,0.089503,0.084157,0.079855,0.076737,0.074934,0.074563,0.075727,0.07851,0.082983,0.089198,0.097192,0.10699,0.11862,0.13209,0.14742,0.16463,0.18375,0.20482,0.22791,0.2531,0.28048,0.3102,0.34237,0.37715,0.41467,0.45506,0.49836,0.54457,0.59351,0.64481,0.69787,0.75175,0.80514,0.85641,0.90358,0.94456,0.97728,0
0.20366,0.20492,0.21032,0.23207,0.087181,0.14659,0.15378,0.14733,0.12715,0.083287,0.17864,0.28411,0.26899,0.25705,0.25008,0.2459,0.24326,0.24149,0.24014,0.23888,0.23734,0.2349,0.22976,0.21056,0.21317,0.24877,0.23576,0.23322,0.2321,0.2311,0.22989,0.22833,0.22632,0.22381,0.22077,0.21716,0.21297,0.20819,0.20284,0.19692,0.19047,0.18351,0.1761,0.16829,0.16015,0.15177,0.14322,0.13463,0.12611,0.11778,0.10978,0.10226,0.095355,0.089228,0.084023,0.079883,0.076941,0.075323,0.075138,0.076478,0.079422,0.08403,0.090347,0.098405,0.10822,0.11982,0.1332,0.14839,0.1654,0.18426,0.20503,0.22777,0.25256,0.27952,0.30878,0.34048,0.3748,0.41189,0.45188,0.49487,0.54085,0.58969,0.64105,0.69433,0.74859,0.80254,0.85445,0.90231,0.94391,0.97708,0
0.21263,0.21428,0.22165,0.25605,0.11802,0.1601,0.16479,0.15931,0.14309,0.10578,0.10458,0.28813,0.2814,0.26725,0.25879,0.25371,0.2505,0.24833,0.2467,0.24525,0.24366,0.24142,0.23734,0.22575,0.096589,0.25486,0.24091,0.23703,0.23548,0.23418,0.23271,0.2309,0.22864,0.2259,0.22261,0.21877,0.21434,0.20934,0.20376,0.19762,0.19096,0.18381,0.17621,0.16823,0.15994,0.15143,0.14279,0.13413,0.12557,0.11724,0.10927,0.10181,0.094999,0.088994,0.083936,0.079961,0.077199,0.075765,0.075762,0.077274,0.080371,0.085105,0.091514,0.099622,0.10945,0.121,0.13428,0.14931,0.1661,0.1847,0.20515,0.22751,0.2519,0.27841,0.3072,0.33843,0.37227,0.4089,0.44848,0.49113,0.53688,0.58561,0.63702,0.69053,0.7452,0.79972,0.85233,0.90092,0.94319,0.97686,0
0.22144,0.22361,0.23386,0.28661,0.1458,0.17171,0.17483,0.17015,0.15702,0.1272,0.081635,0.26911,0.29371,0.27768,0.26747,0.26136,0.25749,0.25488,0.25294,0.25129,0.24959,0.24745,0.24401,0.23613,0.18366,0.25988,0.24753,0.24068,0.23867,0.23707,0.23533,0.23327,0.23078,0.2278,0.22429,0.22021,0.21556,0.21034,0.20454,0.1982,0.19134,0.18399,0.17622,0.16809,0.15967,0.15105,0.14232,0.13361,0.12502,0.11669,0.10876,0.10138,0.094673,0.088798,0.083892,0.080087,0.077504,0.076254,0.076429,0.078108,0.08135,0.086201,0.09269,0.10084,0.11065,0.12214,0.13531,0.15017,0.16674,0.18505,0.20516,0.22715,0.2511,0.27716,0.30547,0.3362,0.36954,0.40571,0.44486,0.48716,0.53265,0.58126,0.63271,0.68645,0.74156,0.79668,0.85002,0.8994,0.9424,0.97661,0
0.23011,0.23298,0.24769,0.23932,0.16501,0.18188,0.18398,0.17996,0.16923,0.14566,0.096554,0.2048,0.30426,0.2884,0.27618,0.26884,0.26423,0.26113,0.25885,0.25696,0.25514,0.25301,0.24996,0.24408,0.2207,0.25656,0.25655,0.24422,0.24164,0.23973,0.23774,0.23544,0.23272,0.22951,0.22577,0.22148,0.21662,0.21118,0.20518,0.19864,0.19159,0.18407,0.17614,0.16786,0.15932,0.1506,0.1418,0.13305,0.12445,0.11614,0.10827,0.10096,0.094372,0.088634,0.083886,0.080253,0.077852,0.076783,0.077134,0.078972,0.082352,0.087309,0.093869,0.10204,0.11183,0.12325,0.13629,0.15096,0.16729,0.18531,0.20507,0.22666,0.25018,0.27576,0.30357,0.33379,0.36662,0.4023,0.44101,0.48293,0.52815,0.57663,0.62813,0.6821,0.73764,0.7934,0.84752,0.89775,0.94152,0.97633,0
0.23868,0.24255,0.2646,0.11827,0.17931,0.19088,0.19228,0.18881,0.17995,0.16121,0.1202,0.12318,0.30773,0.29934,0.28495,0.27618,0.27071,0.26706,0.26441,0.26226,0.26028,0.25811,0.25528,0.25056,0.23728,0.15271,0.26181,0.24769,0.24438,0.24215,0.23991,0.23738,0.23444,0.23101,0.22706,0.22256,0.21749,0.21185,0.20566,0.19893,0.1917,0.18402,0.17595,0.16754,0.15889,0.15009,0.14123,0.13245,0.12385,0.11558,0.10777,0.10056,0.094089,0.088495,0.083909,0.080452,0.078232,0.077344,0.077866,0.079859,0.083368,0.088423,0.09504,0.10323,0.11299,0.12431,0.13721,0.15168,0.16776,0.18547,0.20487,0.22605,0.24912,0.27421,0.30151,0.3312,0.36351,0.39867,0.43692,0.47845,0.52339,0.57172,0.62325,0.67746,0.73346,0.78988,0.84483,0.89594,0.94057,0.97601,0
0.24723,0.25257,0.28736,0.1461,0.19063,0.19887,0.19978,0.19676,0.18936,0.17431,0.14202,0.094646,0.28935,0.31009,0.29386,0.2834,0.27694,0.27266,0.2696,0.26717,0.265,0.26276,0.26004,0.25601,0.24718,0.16241,0.26648,0.25127,0.24689,0.24432,0.24184,0.23908,0.23593,0.23229,0.22814,0.22343,0.21817,0.21234,0.20596,0.19906,0.19167,0.18384,0.17563,0.16711,0.15837,0.1495,0.1406,0.1318,0.12322,0.115,0.10726,0.10016,0.093815,0.088372,0.083954,0.080676,0.078638,0.077929,0.078618,0.080759,0.08439,0.089533,0.096199,0.10439,0.1141,0.12533,0.13807,0.15233,0.16814,0.18553,0.20456,0.22532,0.24792,0.27252,0.29929,0.32843,0.3602,0.39484,0.43261,0.47373,0.51836,0.56653,0.61808,0.67252,0.72899,0.7861,0.84192,0.89399,0.93952,0.97566,0
0.25589,0.2635,0.31695,0.17218,0.19993,0.20596,0.20651,0.20386,0.19763,0.18539,0.16013,0.10861,0.22594,0.31911,0.30295,0.29056,0.28292,0.27794,0.27442,0.27168,0.2693,0.26695,0.26427,0.26066,0.2541,0.2242,0.26926,0.25555,0.24916,0.24622,0.24349,0.24053,0.23717,0.23334,0.22899,0.22409,0.21864,0.21264,0.20609,0.19903,0.19149,0.18352,0.17519,0.16657,0.15774,0.14882,0.1399,0.1311,0.12255,0.11438,0.10674,0.099744,0.093541,0.088258,0.084013,0.080916,0.079061,0.078529,0.079382,0.081666,0.085411,0.090633,0.097338,0.10552,0.11517,0.12629,0.13887,0.15291,0.16844,0.1855,0.20414,0.22447,0.2466,0.27069,0.29691,0.32551,0.35672,0.39081,0.42808,0.46877,0.51307,0.56107,0.61262,0.6673,0.72424,0.78207,0.83881,0.89189,0.93839,0.97528,0
0.26488,0.27614,0.27331,0.18955,0.20776,0.21222,0.21251,0.21016,0.20486,0.19479,0.17486,0.13214,0.14084,0.32141,0.31219,0.29772,0.28871,0.28292,0.27888,0.2758,0.27319,0.2707,0.26801,0.26464,0.25934,0.24402,0.25132,0.26384,0.25122,0.24784,0.24488,0.24171,0.23816,0.23414,0.2296,0.22453,0.2189,0.21273,0.20602,0.19881,0.19113,0.18304,0.1746,0.1659,0.15701,0.14804,0.13911,0.13032,0.12182,0.11373,0.10618,0.099315,0.09326,0.088143,0.084076,0.081164,0.079494,0.079138,0.080152,0.082573,0.086427,0.091721,0.098455,0.10662,0.11621,0.1272,0.1396,0.15341,0.16866,0.18537,0.20363,0.22352,0.24516,0.26872,0.2944,0.32242,0.35306,0.3866,0.42334,0.46358,0.50754,0.55533,0.60688,0.66178,0.71921,0.77779,0.83548,0.88964,0.93716,0.97487,0
